ID,Providers_08_09,Providers_09_10,Providers_10_11,Providers_11_12,Providers_12_13,Providers_13_14,Providers_14_15,Providers_15_16,Providers_16_17,Providers_17_18,Providers_18_19,Providers_19_20,Providers_20_21,Providers_21_22
RDE,Colchester Hospital University NHS Foundation Trust,Colchester Hospital University NHS Foundation Trust,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,Colchester Hospital University NHS Foundation Trust,Colchester Hospital University NHS Foundation Trust (RDE),Colchester Hospital University NHS Foundation Trust (RDE),Colchester Hospital University NHS Foundation Trust (RDE),Colchester Hospital University NHS Foundation Trust (RDE),Colchester Hospital University NHS Foundation Trust (RDE),East Suffolk and North Essex NHS Foundation Trust (RDE),East Suffolk And North Essex NHS Foundation Trust - (RDE),East Suffolk And North Essex NHS Foundation Trust,East Suffolk and North Essex NHS Foundation Trust
RDR,,,SUSSEX COMMUNITY NHS TRUST,SUSSEX COMMUNITY NHS TRUST,Sussex Community NHS Trust,Sussex Community NHS Trust (RDR),Sussex Community NHS Trust (RDR),Sussex Community NHS Trust (RDR),Sussex Community NHS Trust (RDR),Sussex Community NHS Foundation Trust (RDR),Sussex Community NHS Foundation Trust (RDR),Sussex Community NHS Foundation Trust - (RDR),Sussex Community NHS Foundation Trust,Sussex Community NHS Foundation Trust
RDU,Frimley Park Hospital NHS Foundation Trust,Frimley Park Hospital NHS Foundation Trust,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,Frimley Park Hospital NHS Foundation Trust,Frimley Park Hospital NHS Foundation Trust (RDU),Frimley Park Hospital NHS Foundation Trust (RDU),Frimley Park Hospital NHS Foundation Trust (RDU),Frimley Park Hospital NHS Foundation Trust (RDU),Frimley Health NHS Foundation Trust (RDU),Frimley Health NHS Foundation Trust (RDU),Frimley Health NHS Foundation Trust - (RDU),Frimley Health NHS Foundation Trust,Frimley Health NHS Foundation Trust
RDY,Dorset Healthcare NHS Foundation Trust,Dorset Healthcare NHS Foundation Trust,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,Dorset Healthcare University NHS Foundation Trust,Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust (RDY),Dorset Healthcare University NHS Foundation Trust - (RDY),Dorset Healthcare University NHS Foundation Trust,Dorset Healthcare University NHS Foundation Trust
RDZ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust (RDZ),The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust - (RDZ),,
RE9,South Tyneside NHS Foundation Trust,South Tyneside NHS Foundation Trust,SOUTH TYNESIDE NHS FOUNDATION TRUST,SOUTH TYNESIDE NHS FOUNDATION TRUST,South Tyneside NHS Foundation Trust,South Tyneside NHS Foundation Trust (RE9),South Tyneside NHS Foundation Trust (RE9),South Tyneside NHS Foundation Trust (RE9),South Tyneside NHS Foundation Trust (RE9),South Tyneside NHS Foundation Trust (RE9),South Tyneside NHS Foundation Trust (RE9),,,
REF,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospitals NHS Trust,,,,,,,,,,,,
REF-X,,,ROYAL CORNWALL HOSPITALS NHS TRUST,ROYAL CORNWALL HOSPITALS NHS TRUST,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust (REF-X),Royal Cornwall Hospitals NHS Trust - (REF-X),Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospitals NHS Trust
REM,Aintree University Hospitals NHS Foundation Trust,Aintree University Hospitals NHS Foundation Trust,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Aintree University Hospital NHS Foundation Trust,Aintree University Hospital NHS Foundation Trust (REM),Aintree University Hospital NHS Foundation Trust (REM),Aintree University Hospital NHS Foundation Trust (REM),Aintree University Hospital NHS Foundation Trust (REM),Aintree University Hospital NHS Foundation Trust (REM),Aintree University Hospital NHS Foundation Trust (REM),Liverpool University Hospitals NHS Foundation Trust - (REM),Liverpool University Hospitals NHS Foundation Trust,Liverpool University Hospitals NHS Foundation Trust
REN,Clatterbridge Centre For Oncology NHS Foundation Trust,Clatterbridge Centre For Oncology NHS Foundation Trust,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,The Clatterbridge Cancer Centre NHS Foundation Trust,The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust (REN),The Clatterbridge Cancer Centre NHS Foundation Trust - (REN),The Clatterbridge Cancer Centre NHS Foundation Trust,The Clatterbridge Cancer Centre NHS Foundation Trust
REP,Liverpool Women's NHS Foundation Trust,Liverpool Women's NHS Foundation Trust,LIVERPOOL WOMEN's NHS FOUNDATION TRUST,LIVERPOOL WOMEN's NHS FOUNDATION TRUST,Liverpool Women's NHS Foundation Trust,Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust (REP),Liverpool Women's NHS Foundation Trust - (REP),Liverpool Women's NHS Foundation Trust,Liverpool Women's NHS Foundation Trust
RET,The Walton Centre NHS Foundation Trust,The Walton Centre NHS Foundation Trust,THE WALTON CENTRE NHS FOUNDATION TRUST,THE WALTON CENTRE NHS FOUNDATION TRUST,The Walton Centre NHS Foundation Trust,The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust (RET),The Walton Centre NHS Foundation Trust - (RET),The Walton Centre NHS Foundation Trust,The Walton Centre NHS Foundation Trust
RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust","Barking, Havering And Redbridge University Hospitals NHS Trust","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","Barking, Havering and Redbridge University Hospitals NHS Trust","Barking, Havering And Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering and Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering and Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering and Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering and Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering and Redbridge University Hospitals NHS Trust (RF4)","Barking, Havering And Redbridge University Hospitals NHS Trust - (RF4)","Barking, Havering And Redbridge University Hospitals NHS Trust","Barking, Havering and Redbridge University Hospitals NHS Trust"
RFF,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital NHS Foundation Trust,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Barnsley Hospital NHS Foundation Trust,Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust (RFF),Barnsley Hospital NHS Foundation Trust - (RFF),Barnsley Hospital NHS Foundation Trust,Barnsley Hospital NHS Foundation Trust
RFR,The Rotherham NHS Foundation Trust,The Rotherham NHS Foundation Trust,THE ROTHERHAM NHS FOUNDATION TRUST,THE ROTHERHAM NHS FOUNDATION TRUST,The Rotherham NHS Foundation Trust,The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust (RFR),The Rotherham NHS Foundation Trust - (RFR),The Rotherham NHS Foundation Trust,The Rotherham NHS Foundation Trust
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital NHS Foundation Trust,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust (RFS),Chesterfield Royal Hospital NHS Foundation Trust - (RFS),Chesterfield Royal Hospital NHS Foundation Trust,Chesterfield Royal Hospital NHS Foundation Trust
RFW,West Middlesex University Hospital NHS Trust,West Middlesex University Hospital NHS Trust,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,West Middlesex University Hospital NHS Trust,West Middlesex University Hospital NHS Trust (RFW),West Middlesex University Hospital NHS Trust (RFW),West Middlesex University Hospital NHS Trust (RFW),,,,,,
RG2,,,,,,,,,,,,,,
RG3,,,,,,,,,,,,,,
RGC,Whipps Cross University Hospital NHS Trust,Whipps Cross University Hospital NHS Trust,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,,,,,,,,,,
RGD,Leeds Partnerships NHS Foundation Trust,Leeds Partnerships NHS Foundation Trust,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,Leeds and York Partnership NHS Foundation Trust,Leeds And York Partnership NHS Foundation Trust (RGD),Leeds and York Partnership NHS Foundation Trust (RGD),Leeds and York Partnership NHS Foundation Trust (RGD),Leeds and York Partnership NHS Foundation Trust (RGD),Leeds and York Partnership NHS Foundation Trust (RGD),Leeds and York Partnership NHS Foundation Trust (RGD),Leeds And York Partnership NHS Foundation Trust - (RGD),,
RGM,Papworth Hospital NHS Foundation Trust,Papworth Hospital NHS Foundation Trust,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Papworth Hospital NHS Foundation Trust,Papworth Hospital NHS Foundation Trust (RGM),Papworth Hospital NHS Foundation Trust (RGM),Papworth Hospital NHS Foundation Trust (RGM),Papworth Hospital NHS Foundation Trust (RGM),Papworth Hospital NHS Foundation Trust (RGM),Royal Papworth Hospital NHS Foundation Trust (RGM),Royal Papworth Hospital NHS Foundation Trust - (RGM),Royal Papworth Hospital NHS Foundation Trust,Royal Papworth Hospital NHS Foundation Trust
RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,Peterborough And Stamford Hospitals NHS Foundation Trust,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,Peterborough and Stamford Hospitals NHS Foundation Trust,Peterborough And Stamford Hospitals NHS Foundation Trust (RGN),Peterborough and Stamford Hospitals NHS Foundation Trust (RGN),Peterborough and Stamford Hospitals NHS Foundation Trust (RGN),Peterborough and Stamford Hospitals NHS Foundation Trust (RGN),North West Anglia NHS Foundation Trust (RGN),North West Anglia NHS Foundation Trust (RGN),North West Anglia NHS Foundation Trust - (RGN),North West Anglia NHS Foundation Trust,North West Anglia NHS Foundation Trust
RGP,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospitals NHS Foundation Trust,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,James Paget University Hospitals NHS Foundation Trust,James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust (RGP),James Paget University Hospitals NHS Foundation Trust - (RGP),James Paget University Hospitals NHS Foundation Trust,James Paget University Hospitals NHS Foundation Trust
RGQ,Ipswich Hospital NHS Trust,Ipswich Hospital NHS Trust,IPSWICH HOSPITAL NHS TRUST,IPSWICH HOSPITAL NHS TRUST,Ipswich Hospital NHS Trust,Ipswich Hospital NHS Trust (RGQ),Ipswich Hospital NHS Trust (RGQ),Ipswich Hospital NHS Trust (RGQ),Ipswich Hospital NHS Trust (RGQ),Ipswich Hospital NHS Trust (RGQ),,,,
RGR,West Suffolk Hospitals NHS Trust,West Suffolk Hospitals NHS Trust,WEST SUFFOLK NHS FOUNDATION TRUST,WEST SUFFOLK NHS FOUNDATION TRUST,West Suffolk NHS Foundation Trust,West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust (RGR),West Suffolk NHS Foundation Trust - (RGR),West Suffolk NHS Foundation Trust,West Suffolk NHS Foundation Trust
RGT,Cambridge University Hospitals NHS Foundation Trust,Cambridge University Hospitals NHS Foundation Trust,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Cambridge University Hospitals NHS Foundation Trust,Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust (RGT),Cambridge University Hospitals NHS Foundation Trust - (RGT),Cambridge University Hospitals NHS Foundation Trust,Cambridge University Hospitals NHS Foundation Trust
RGZ,,,,,,,,,,,,,,
RH5,Somerset Partnership NHS Foundation Trust,Somerset Partnership NHS Foundation Trust,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,Somerset Partnership NHS Foundation Trust,Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust (RH5),Somerset Partnership NHS Foundation Trust - (RH5),Somerset NHS Foundation Trust,Somerset NHS Foundation Trust
RH8,Royal Devon And Exeter NHS Foundation Trust,Royal Devon And Exeter NHS Foundation Trust,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Royal Devon and Exeter NHS Foundation Trust,Royal Devon And Exeter NHS Foundation Trust (RH8),Royal Devon and Exeter NHS Foundation Trust (RH8),Royal Devon and Exeter NHS Foundation Trust (RH8),Royal Devon and Exeter NHS Foundation Trust (RH8),Royal Devon and Exeter NHS Foundation Trust (RH8),Royal Devon and Exeter NHS Foundation Trust (RH8),Royal Devon And Exeter NHS Foundation Trust - (RH8),Royal Devon And Exeter NHS Foundation Trust,Royal Devon and Exeter NHS Foundation Trust
RHA,Nottinghamshire Healthcare NHS Trust,Nottinghamshire Healthcare NHS Trust,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,Nottinghamshire Healthcare NHS Trust,Nottinghamshire Healthcare NHS Trust (RHA),Nottinghamshire Healthcare NHS Trust (RHA),Nottinghamshire Healthcare NHS Trust (RHA),Nottinghamshire Healthcare NHS Trust (RHA),Nottinghamshire Healthcare NHS Foundation Trust (RHA),Nottinghamshire Healthcare NHS Foundation Trust (RHA),Nottinghamshire Healthcare NHS Foundation Trust - (RHA),Nottinghamshire Healthcare NHS Foundation Trust,Nottinghamshire Healthcare NHS Foundation Trust
RHM,Southampton University Hospitals NHS Trust,Southampton University Hospitals NHS Trust,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,University Hospital Southampton NHS Foundation Trust,University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust (RHM),University Hospital Southampton NHS Foundation Trust - (RHM),University Hospital Southampton NHS Foundation Trust,University Hospital Southampton NHS Foundation Trust
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Teaching Hospitals NHS Foundation Trust,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust - (RHQ),Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Teaching Hospitals NHS Foundation Trust
RHU,Portsmouth Hospitals NHS Trust,Portsmouth Hospitals NHS Trust,PORTSMOUTH HOSPITALS NHS TRUST,PORTSMOUTH HOSPITALS NHS TRUST,Portsmouth Hospitals NHS Trust,Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust (RHU),Portsmouth Hospitals NHS Trust - (RHU),Portsmouth Hospitals University National Health Service Trust,Portsmouth Hospitals University National Health Service Trust
RHW,Royal Berkshire NHS Foundation Trust,Royal Berkshire NHS Foundation Trust,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Royal Berkshire NHS Foundation Trust,Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust (RHW),Royal Berkshire NHS Foundation Trust - (RHW),Royal Berkshire NHS Foundation Trust,Royal Berkshire NHS Foundation Trust
RHX,Oxfordshire Learning Disability NHS Trust,Oxfordshire Learning Disability NHS Trust,OXFORDSHIRE LEARNING DISABILITY NHS TRUST,OXFORDSHIRE LEARNING DISABILITY NHS TRUST,Oxfordshire Learning Disability NHS Trust,,,,,,,,,
RJ1,Guy's And St Thomas' NHS Foundation Trust,Guy's And St Thomas' NHS Foundation Trust,,,,,,,,,,,,
RJ1-X,,,GUY's AND ST THOMAS' NHS FOUNDATION TRUST,GUY's AND ST THOMAS' NHS FOUNDATION TRUST,Guy's and St Thomas' NHS Foundation Trust,Guy's And St Thomas' NHS Foundation Trust (RJ1-X),Guy's and St Thomas' NHS Foundation Trust (RJ1-X),Guy's and St Thomas' NHS Foundation Trust (RJ1-X),Guy's and St Thomas' NHS Foundation Trust (RJ1-X),Guy's and St Thomas' NHS Foundation Trust (RJ1-X),Guy's and St Thomas' NHS Foundation Trust (RJ1-X),Guy's And St Thomas' NHS Foundation Trust - (RJ1-X),Guy's And St Thomas' NHS Foundation Trust,Guy's and St Thomas' NHS Foundation Trust
RJ2,The Lewisham Hospital NHS Trust,The Lewisham Hospital NHS Trust,LEWISHAM HEALTHCARE NHS TRUST,LEWISHAM HEALTHCARE NHS TRUST,Lewisham Healthcare NHS Trust,Lewisham And Greenwich NHS Trust (RJ2),Lewisham and Greenwich NHS Trust (RJ2),Lewisham and Greenwich NHS Trust (RJ2),Lewisham and Greenwich NHS Trust (RJ2),Lewisham and Greenwich NHS Trust (RJ2),Lewisham and Greenwich NHS Trust (RJ2),Lewisham And Greenwich NHS Trust - (RJ2),Lewisham And Greenwich NHS Trust,Lewisham and Greenwich NHS Trust
RJ6,Mayday Healthcare NHS Trust,Mayday Healthcare NHS Trust,CROYDON HEALTH SERVICES NHS TRUST,CROYDON HEALTH SERVICES NHS TRUST,Croydon Health Services NHS Trust,Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust (RJ6),Croydon Health Services NHS Trust - (RJ6),Croydon Health Services NHS Trust,Croydon Health Services NHS Trust
RJ7,St George's Healthcare NHS Trust,St George's Healthcare NHS Trust,ST GEORGE's HEALTHCARE NHS TRUST,ST GEORGE's HEALTHCARE NHS TRUST,St George's Healthcare NHS Trust,St George's Healthcare NHS Trust (RJ7),St George's Healthcare NHS Foundation Trust (RJ7),St George's Healthcare NHS Trust (RJ7),St George's Healthcare NHS Trust (RJ7),St George's University Hospitals NHS Foundation Trust (RJ7),St George's University Hospitals NHS Foundation Trust (RJ7),St George's University Hospitals NHS Foundation Trust - (RJ7),St George's University Hospitals NHS Foundation Trust,St George's University Hospitals NHS Foundation Trust
RJ8,Cornwall Partnership NHS Foundation Trust,Cornwall Partnership NHS Foundation Trust,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,Cornwall Partnership NHS Foundation Trust,Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust (RJ8),Cornwall Partnership NHS Foundation Trust - (RJ8),Cornwall Partnership NHS Foundation Trust,Cornwall Partnership NHS Foundation Trust
RJC,South Warwickshire NHS Foundation Trust,South Warwickshire NHS Foundation Trust,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,South Warwickshire NHS Foundation Trust,South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust (RJC),South Warwickshire NHS Foundation Trust - (RJC),South Warwickshire NHS Foundation Trust,South Warwickshire NHS Foundation Trust
RJD,Mid Staffordshire NHS Foundation Trust,Mid Staffordshire NHS Foundation Trust,,,,,,,,,,,,
RJD-X,,,MID STAFFORDSHIRE NHS FOUNDATION TRUST,MID STAFFORDSHIRE NHS FOUNDATION TRUST,Mid Staffordshire NHS Foundation Trust,Mid Staffordshire NHS Foundation Trust (RJD-X),Mid Staffordshire NHS Foundation Trust (RJD-X),Mid Staffordshire NHS Foundation Trust (RJD-X),,,,,,
RJDTC,Cannock Chase Treatment Centre,Cannock Chase Treatment Centre,CANNOCK CHASE TREATMENT CENTRE,CANNOCK CHASE TREATMENT CENTRE,Cannock Chase Treatment Centre,Cannock Chase Treatment Centre (RJDTC),,,,,,,,
RJE,University Hospital Of North Staffordshire NHS Trust,University Hospital Of North Staffordshire NHS Trust,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,University Hospital Of North Staffordshire NHS Trust,University Hospital Of North Staffordshire NHS Trust (RJE),University Hospitals Of North Midlands NHS Trust (RJE),University Hospital Of North Staffordshire NHS Trust (RJE),University Hospital Of North Staffordshire NHS Trust (RJE),University Hospitals of North Midlands NHS Trust (RJE),University Hospitals of North Midlands NHS Trust (RJE),University Hospitals Of North Midlands NHS Trust - (RJE),University Hospitals Of North Midlands NHS Trust,University Hospitals of North Midlands NHS Trust
RJF,Burton Hospitals NHS Foundation Trust,Burton Hospitals NHS Foundation Trust,BURTON HOSPITALS NHS FOUNDATION TRUST,BURTON HOSPITALS NHS FOUNDATION TRUST,Burton Hospitals NHS Foundation Trust,Burton Hospitals NHS Foundation Trust (RJF),Burton Hospitals NHS Foundation Trust (RJF),Burton Hospitals NHS Foundation Trust (RJF),Burton Hospitals NHS Foundation Trust (RJF),Burton Hospitals NHS Foundation Trust (RJF),,,,
RJL,Northern Lincolnshire And Goole Hospitals NHS Foundation Trust,Northern Lincolnshire And Goole Hospitals NHS Foundation Trust,,,,,,,,,,,,
RJL-X,,,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Northern Lincolnshire And Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire and Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire and Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire and Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire and Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire and Goole NHS Foundation Trust (RJL-X),Northern Lincolnshire And Goole NHS Foundation Trust - (RJL-X),Northern Lincolnshire And Goole NHS Foundation Trust,Northern Lincolnshire and Goole NHS Foundation Trust
RJN,East Cheshire NHS Trust,East Cheshire NHS Trust,EAST CHESHIRE NHS TRUST,EAST CHESHIRE NHS TRUST,East Cheshire NHS Trust,East Cheshire NHS Trust (RJN),East Cheshire NHS Trust (RJN),East Cheshire NHS Trust (RJN),East Cheshire NHS Trust (RJN),East Cheshire NHS Trust (RJN),East Cheshire NHS Trust (RJN),East Cheshire NHS Trust - (RJN),East Cheshire NHS Trust,East Cheshire NHS Trust
