ID,Name,National Grouping,Higher Health Authority,Opened,Closed,Address
NDAJ2,Independent Sector H/c Provider Site - SITTINGBOURNE MEMORIAL HOSPITAL (NDAJ2),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/4/2016,N/A,BELL ROAD SITTINGBOURNE KENT ME10 4DT
NDJ01,Independent Sector H/c Provider Site - FORUM HOUSE (NDJ01),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2011,N/A,BRIGHTON ROAD REDHILL SURREY RH1 6YS
NED01,Independent Sector H/c Provider Site - EDICS (EPSOM) (NED01),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2011,N/A,NOVELLUS COURT 61 SOUTH STREET EPSOM SURREY KT18 7PX
NED30,Independent Sector H/c Provider Site - ASHTEAD HOSPITAL (NED30),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/4/2012,N/A,THE WARREN ASHTEAD SURREY KT21 2SB
NEQ01,Independent Sector H/c Provider Site - PHOENIX HEALTH SOLUTIONS LIMITED (NEQ01),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,WHITE ROSE SURGERY EXCHANGE STREET SOUTH ELMSALL PONTEFRACT WEST YORKSHIRE WF9 2RD
NEY01,Independent Sector H/c Provider Site - PIONEER HEALTHCARE LTD - CLAREMONT HOSPITAL (NEY01),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,401 SANDYGATE ROAD SHEFFIELD SOUTH YORKSHIRE S10 5UB
NEY14,Independent Sector H/c Provider Site - OAKLANDS HOSPITAL (NEY14),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2015,N/A,19 LANCASTER ROAD SALFORD GREATER MANCHESTER M6 8AQ
NFH01,Independent Sector H/c Provider Site - SOMERSET SURGICAL SERVICES (NFH01),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/4/2012,N/A,WESTON GENERAL HOSPITAL GRANGE ROAD UPHILL WESTON-SUPER-MARE AVON BS23 4TQ
NHM01,Independent Sector H/c Provider Site - SUFFOLK COMMUNITY HEALTHCARE - IPSWICH (NHM01),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/4/2012,N/A,86 SANDY HILL LANE IPSWICH SUFFOLK IP3 0NA
NHM02,Independent Sector H/c Provider Site - ALDEBURGH COMMUNITY HOSPITAL (NHM02),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2013,N/A,PARK ROAD ALDEBURGH SUFFOLK IP15 5ES
NHM03,Independent Sector H/c Provider Site - BLUEBIRD LODGE COMMUNITY HOSPITAL (NHM03),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2013,N/A,100 MANSBROOK BOULEVARD IPSWICH SUFFOLK IP3 9GJ
NHM04,Independent Sector H/c Provider Site - NEWMARKET COMMUNITY HOSPITAL (NHM04),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2013,N/A,56 EXNING ROAD NEWMARKET SUFFOLK CB8 7JG
NHM05,Independent Sector H/c Provider Site - FELIXSTOWE COMMUNITY HOSPITAL (NHM05),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2013,N/A,CONSTABLE ROAD FELIXSTOWE SUFFOLK IP11 7HJ
NHM15,Independent Sector H/c Provider Site - HAZELL COURT RESIDENTIAL HOME (NHM15),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2013,N/A,HAZELL COURT ACTON LANE SUDBURY SUFFOLK CO10 1QN
NHM26,Independent Sector H/c Provider Site - GLASTONBURY COURT (NHM26),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/10/2016,N/A,GLASTONBURY ROAD BURY ST. EDMUNDS SUFFOLK IP33 2EX
NHW01,Independent Sector H/c Provider Site - STANDARD HEALTH LTD HQ (NHW01),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/4/2012,N/A,LYNWOOD HOUSE 373-375 STATION ROAD HARROW MIDDLESEX HA1 2AW
NHW02,Independent Sector H/c Provider Site - NUFFIELD HOSPITAL (STANDARD HEALTH) (NHW02),Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/4/2012,N/A,67 LANSDOWNE ROAD BOURNEMOUTH DORSET BH1 1RW
NHW03,Independent Sector H/c Provider Site - WIMBOURNE COMMUNITY HOSPITAL (STANDARD HEALTH) (NHW03),Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/4/2012,N/A,VICTORIA ROAD WIMBORNE DORSET BH21 1ER
NHW04,Independent Sector H/c Provider Site - BLANDFORD HOSPITAL (STANDARD HEALTH) (NHW04),Y58 SOUTH WEST COMMISSIONING REGION,QVV NHS DORSET INTEGRATED CARE BOARD,1/4/2012,N/A,MILLDOWN ROAD BLANDFORD FORUM DORSET DT11 7DD
NLL01,Independent Sector H/c Provider Site - PENINSULA COMMUNITY HEALTH C.I.C (NLL01),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,SEDGEMOOR CENTRE PRIORY ROAD ST. AUSTELL CORNWALL PL25 5AS
NLL04,Independent Sector H/c Provider Site - LAUNCESTON GENERAL HOSPITAL (NLL04),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,LINK ROAD LAUNCESTON CORNWALL PL15 9JD
NLL07,Independent Sector H/c Provider Site - LISKEARD COMMUNITY HOSPITAL (NLL07),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/03/2016,CLEMO ROAD LISKEARD CORNWALL PL14 3XD
NLL08,Independent Sector H/c Provider Site - ST BARNABAS HOSPITAL (NLL08),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/03/2016,HIGHER PORT VIEW SALTASH CORNWALL PL12 4BU
NLL09,Independent Sector H/c Provider Site - STRATTON HOSPITAL (NLL09),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,HOSPITAL ROAD STRATTON BUDE CORNWALL EX23 9BP
NLL11,Independent Sector H/c Provider Site - BODMIN COMMUNITY HOSPITAL (NLL11),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,BOUNDARY ROAD BODMIN CORNWALL PL31 2QT
NLL13,Independent Sector H/c Provider Site - ST AUSTELL COMMUNITY HOSPITAL (NLL13),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,PORTHPEAN ROAD ST. AUSTELL CORNWALL PL26 6AD
NLL14,Independent Sector H/c Provider Site - FOWEY HOSPITAL (NLL14),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/03/2016,PARK ROAD FOWEY CORNWALL PL23 1EE
NLL15,Independent Sector H/c Provider Site - NEWQUAY HOSPITAL (NLL15),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,ST. THOMAS ROAD NEWQUAY CORNWALL TR7 1RQ
NLL16,Independent Sector H/c Provider Site - FALMOUTH HOSPITAL (NLL16),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,TRESCOBEAS ROAD FALMOUTH CORNWALL TR11 2JA
NLL17,Independent Sector H/c Provider Site - CAMBOURNE REDRUTH COMMUNITY HOSPITAL (NLL17),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,BARNCOOSE TERRACE BARNCOOSE REDRUTH CORNWALL TR15 3ER
NLL18,Independent Sector H/c Provider Site - HELSTON COMMUNITY HOSPITAL (NLL18),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,MENEAGE ROAD HELSTON CORNWALL TR13 8DR
NLL19,Independent Sector H/c Provider Site - POLTAIR HOSPITAL (NLL19),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,MADRON PENZANCE CORNWALL TR20 8SR
NLL20,Independent Sector H/c Provider Site - EDWARD HAIN COMMUNITY HOSPITAL (NLL20),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,ALBANY TERRACE ST. IVES CORNWALL TR26 2BS
NLL21,Independent Sector H/c Provider Site - ST MARY'S HOSPITAL (NLL21),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q80 NHS ENGLAND SOUTH (SOUTH WEST),1/4/2011,31/01/2017,BELMONT ST. MARY'S ISLES OF SCILLY ISLES OF SCILLY TR21 0LE
NLT01,Independent Sector H/c Provider Site - NORTH SOMERSET COMMUNITY PARTNERSHIP CIC HQ (NLT01),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/4/2011,N/A,CASTLEWOOD TICKENHAM ROAD CLEVEDON AVON BS21 6AB
NLX01,Independent Sector H/c Provider Site - KINGSWOOD CIVIC CENTRE (NLX01),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/4/2011,N/A,HIGH STREET KINGSWOOD BRISTOL AVON BS15 9TR
NLX02,Independent Sector H/c Provider Site - PAULTON MEMORIAL HOSPITAL (NLX02),Y58 SOUTH WEST COMMISSIONING REGION,"QOX NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1/4/2011,31/12/2021,SALISBURY ROAD PAULTON BRISTOL AVON BS39 7SB
NLX22,Independent Sector H/c Provider Site - THORNBURY HOSPITAL (NLX22),Y58 SOUTH WEST COMMISSIONING REGION,"QUY NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1/10/2013,N/A,EASTLAND ROAD THORNBURY BRISTOL AVON BS35 1DN
NLY01,Independent Sector H/c Provider Site - SEQOL SITE (NLY01),Y57 SOUTH OF ENGLAND COMMISSIONING REGION,Q82 NHS ENGLAND SOUTH (SOUTH CENTRAL),1/4/2011,30/09/2015,1ST FLOOR CIVIC OFFICES EUCLID STREET SWINDON WILTSHIRE SN1 2JH
NMG77,Independent Sector H/c Provider Site - NORTH KIRKLEES MSK SERVICE (NMG77),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2016,N/A,DEWSBURY HEALTH CENTRE WELLINGTON ROAD DEWSBURY WEST YORKSHIRE WF13 1HN
NMM01,Independent Sector H/c Provider Site - HOSPITAL OF ST JOHN AND ST ELIZABETH (GROVE END ROAD) (NMM01),Y56 LONDON COMMISSIONING REGION,QRV NHS NORTH WEST LONDON INTEGRATED CARE BOARD,1/10/2009,N/A,60 GROVE END ROAD LONDON GREATER LONDON NW8 9NH
NN401,Independent Sector H/c Provider Site - TYNESIDE SURGICAL SERVICES (NN401),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/10/2009,N/A,INDEPENDENT HOUSE FIFTH AVENUE TEAM VALLEY TRADING ESTATE GATESHEAD TYNE AND WEAR NE11 0HF
NN501,Independent Sector H/c Provider Site - MANCHESTER SURGICAL SERVICES - TRAFFORD HOSPITAL (NN501),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2009,N/A,TRAFFORD GENERAL HOSPITAL MOORSIDE ROAD URMSTON MANCHESTER M41 5SL
NN801,Independent Sector H/c Provider Site - SPENCER PRIVATE HOSPITALS - MARGATE (NN801),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2009,N/A,RAMSGATE ROAD MARGATE KENT CT9 4BG
NN802,Independent Sector H/c Provider Site - SPENCER PRIVATE HOSPITALS - ASHFORD (NN802),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2009,N/A,WILLIAM HARVEY HOSPITAL KENNINGTON ROAD WILLESBOROUGH ASHFORD KENT TN24 0LZ
NN804,Independent Sector H/c Provider Site - SPENCER PRIVATE HOSPITALS - CANTERBURY (NN804),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2019,N/A,KENT & CANTERBURY HOSPITAL ETHELBERT ROAD CANTERBURY CT1 3NG
NNE02,Independent Sector H/c Provider Site - DORKING GENERAL HOSPITAL (NNE02),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/10/2009,N/A,HORSHAM ROAD DORKING SURREY RH4 2AA
NNH02,Independent Sector H/c Provider Site - OPTEGRA YORKSHIRE EYE HOSPITAL (NNH02),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/4/2012,N/A,937 HARROGATE ROAD BRADFORD WEST YORKSHIRE BD10 0RD
NNH03,Independent Sector H/c Provider Site - OPTEGRA (SURREY EYE HOSPITAL) (NNH03),Y59 SOUTH EAST COMMISSIONING REGION,QXU NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1/4/2012,N/A,10 ALAN TURING ROAD SURREY RESEARCH PARK GUILDFORD SURREY GU2 7YF
NNH04,Independent Sector H/c Provider Site - OPTEGRA (MANCHESTER EYE HOSPITAL) (NNH04),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2012,N/A,ONE DIDSBURY POINT 2 THE AVENUE DIDSBURY MANCHESTER GREATER MANCHESTER M20 2EY
NNH05,Independent Sector H/c Provider Site - OPTEGRA (BIRMINGHAM EYE HOSPITAL) (NNH05),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/4/2012,N/A,COLESHILL STREET BIRMINGHAM WEST MIDLANDS B4 7ET
NNH06,Independent Sector H/c Provider Site - OPTEGRA (SOLENT EYE HOSPITAL) (NNH06),Y59 SOUTH EAST COMMISSIONING REGION,QRL NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1/4/2012,N/A,3 FUSION 1200 PARKWAY WHITELEY FAREHAM HAMPSHIRE PO15 7AD
NNH07,Independent Sector H/c Provider Site - OPTEGRA LONDON EYE HOSPITAL (NNH07),Y56 LONDON COMMISSIONING REGION,QMJ NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1/4/2012,N/A,"UNIT 6, TECHNOLOGY PARK COLINDEEP LANE LONDON GREATER LONDON NW9 6BX"
NNQ01,Independent Sector H/c Provider Site - BRAINTREE COMMUNITY HOSPITAL (NNQ01),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/4/2010,N/A,BRAINTREE COMMUNITY HOSPITAL CHADWICK DRIVE [OFF RAYNE ROAD] BRAINTREE ESSEX CM7 2AL
NNV01,Independent Sector H/c Provider Site - YOUR HEALTHCARE (HOLLYFIELD HOUSE) (NNV01),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/4/2010,N/A,HOLLYFIELD HOUSE 22 HOLLYFIELD ROAD SURBITON SURREY KT5 9AL
NNV2J,Independent Sector H/c Provider Site - TEDDINGTON MEMORIAL HOSPITAL (NNV2J),Y56 LONDON COMMISSIONING REGION,QWE NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1/10/2017,N/A,HAMPTON ROAD TEDDINGTON MIDDLESEX TW11 0JL
NPG01,Independent Sector H/c Provider Site - SPAMEDICA MANCHESTER (NPG01),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/4/2010,N/A,UNIT 2 CITYGATE CENTRAL BLANTYRE STREET MANCHESTER GREATER MANCHESTER M15 4SQ
NPG02,Independent Sector H/c Provider Site - SPAMEDICA WIRRAL (NPG02),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2011,N/A,ST. CATHERINES HEALTH CENTRE CHURCH ROAD BIRKENHEAD MERSEYSIDE CH42 0LQ
NPG05,Independent Sector H/c Provider Site - SPAMEDICA - NEWTON-LE-WILLOWS (NPG05),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/4/2012,24/07/2020,1 BELVEDERE ROAD NEWTON-LE-WILLOWS MERSEYSIDE WA12 0JJ
NPG06,Independent Sector H/c Provider Site - SPAMEDICA LIVERPOOL (NPG06),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2013,N/A,RATHBONE BUILDING LIVERPOOL INNOVATION PARK 360 EDGE LANE LIVERPOOL MERSEYSIDE L7 9NN
NPG07,Independent Sector H/c Provider Site - SPAMEDICA EYE HOSPITAL (WAKEFIELD) (NPG07),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2015,N/A,UNIT 10 SILKWOOD PARK FRYERS WAY OSSETT WEST YORKSHIRE WF5 9TJ
NPG08,Independent Sector H/c Provider Site - SPAMEDICA BOLTON (NPG08),Y62 NORTH WEST COMMISSIONING REGION,QOP NHS GREATER MANCHESTER INTEGRATED CARE BOARD,1/10/2015,N/A,SPAMEDICA HOUSE 43 CHURCHGATE BOLTON LANCASHIRE BL1 1HU
NPG10,Independent Sector H/c Provider Site - SPAMEDICA SHEFFIELD (NPG10),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QF7 NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2017,N/A,UNIT 6 SMITHYWOOD DRIVE CHAPELTOWN SHEFFIELD SOUTH YORKSHIRE S35 1QN
NPG11,Independent Sector H/c Provider Site - SPAMEDICA BIRMINGHAM (NPG11),Y60 MIDLANDS COMMISSIONING REGION,QHL NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1/10/2017,N/A,"APEX HOUSE EMBASSY DRIVE CALTHORPE ROAD, EDGBASTON BIRMINGHAM WEST MIDLANDS B15 1TR"
NPG12,Independent Sector H/c Provider Site - SPAMEDICA ECCLESHILL TREATMENT CENTRE (NPG12),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2017,31/07/2023,ECCLESHILL TREATMENT CENTRE NEWLANDS WAY BRADFORD BD10 0JE
NPG13,Independent Sector H/c Provider Site - SPAMEDICA SKELMERSDALE (NPG13),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2018,N/A,WHELMAR HOUSE SOUTHWAY SKELMERSDALE WN8 6NN
NPG14,Independent Sector H/c Provider Site - SPAMEDICA WIDNES (NPG14),Y62 NORTH WEST COMMISSIONING REGION,QYG NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1/10/2018,N/A,TEAL HOUSE TAN HOUSE LANE WIDNES WA8 0RR
NPG15,Independent Sector H/c Provider Site - SPAMEDICA NEWCASTLE-UNDER-LYME (NPG15),Y60 MIDLANDS COMMISSIONING REGION,QNC NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1/10/2018,N/A,OSPREY HOUSE ORE CLOSE LYMEDALE BUSINESS PARK NEWCASTLE ST5 9QD
NPG16,Independent Sector H/c Provider Site - SPAMEDICA CHELMSFORD (NPG16),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2018,N/A,FENTON HOUSE 85-89 NEW LONDON ROAD CHELMSFORD CM2 0PP
NPG17,Independent Sector H/c Provider Site - SPAMEDICA PRESTON (NPG17),Y62 NORTH WEST COMMISSIONING REGION,QE1 NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1/4/2019,N/A,UNIT 3-4 ALBERT EDWARD HOUSE 3-5 THE PAVILIONS PRESTON LANCASHIRE PR2 2YB
NPG18,Independent Sector H/c Provider Site - SPAMEDICA HULL (NPG18),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/4/2019,N/A,WILLERBY HILL BUSINESS PARK BEVERLEY ROAD HULL HU10 6FE
NPG19,Independent Sector H/c Provider Site - SPAMEDICA BEDFORD (NPG19),Y61 EAST OF ENGLAND COMMISSIONING REGION,"QHG NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1/10/2019,N/A,BEDFORD HEIGHTS BRICKHILL DRIVE BEDFORD MK41 7PH
NPG20,Independent Sector H/c Provider Site - SPAMEDICA WOLVERHAMPTON (NPG20),Y60 MIDLANDS COMMISSIONING REGION,QUA NHS BLACK COUNTRY INTEGRATED CARE BOARD,1/10/2019,N/A,FAIRFAX HOUSE PENDEFORD BUSINESS PARK WOBASTON ROAD WOLVERHAMPTON WV9 5HA
NPG21,Independent Sector H/c Provider Site - SPAMEDICA COVENTRY (NPG21),Y60 MIDLANDS COMMISSIONING REGION,QWU NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1/4/2020,N/A,1410 SPRING PLACE HERALD AVENUE COVENTRY BUSINESS PARK COVENTRY WEST MIDLANDS CV5 6UB
NPG22,Independent Sector H/c Provider Site - SPAMEDICA STOCKTON-ON-TEES (NPG22),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QHM NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,1/4/2020,N/A,"BIRCH HOUSE, 1ST FLOOR 2 THREE ACRES THORNABY STOCKTON-ON-TEES TS17 6AJ"
NPG23,Independent Sector H/c Provider Site - SPAMEDICA DERBY (NPG23),Y60 MIDLANDS COMMISSIONING REGION,QJ2 NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1/4/2020,N/A,QUARNMILL HOUSE STORES ROAD DERBY DE21 4XF
NQ106,Independent Sector H/c Provider Site - FRYATT HOSPITAL (NQ106),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/4/2011,N/A,MAYFLOWER MEDICAL CENTRE MAIN ROAD HARWICH ESSEX CO12 4EX
NQ108,Independent Sector H/c Provider Site - CLACTON HOSPITAL (NQ108),Y61 EAST OF ENGLAND COMMISSIONING REGION,QJG NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1/4/2011,N/A,TOWER ROAD CLACTON-ON-SEA ESSEX CO15 1LH
NQ713,Independent Sector H/c Provider Site - ST BARTHOLOMEW'S HOSPITAL (ROCHESTER) (NQ713),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2010,N/A,NEW ROAD ROCHESTER KENT ME1 1DS
NQ719,Independent Sector H/c Provider Site - WISDOM HOSPICE (NQ719),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2010,N/A,HIGH BANK ST WILLIAMS WAY ROCHESTER KENT ME1 2NU
NQ738,Independent Sector H/c Provider Site - DARENT VALLEY HOSPITAL (NQ738),Y59 SOUTH EAST COMMISSIONING REGION,QKS NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1/10/2010,N/A,DARENTH WOOD ROAD DARTFORD KENT DA2 8DA
NQA20,Independent Sector H/c Provider Site - BRAINTREE COMMUNITY HOSPITAL (NQA20),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2010,N/A,CHADWICK DRIVE RAYNE ROAD BRAINTREE ESSEX CM7 2QU
NQA31,Independent Sector H/c Provider Site - ST PETER'S HOSPITAL (NQA31),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2010,N/A,SPITAL ROAD MALDON ESSEX CM9 6EG
NQA34,Independent Sector H/c Provider Site - HALSTEAD CLINIC (NQA34),Y61 EAST OF ENGLAND COMMISSIONING REGION,QH8 NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1/10/2010,N/A,HALSTEAD HOSPITAL HEDINGHAM ROAD HALSTEAD ESSEX CO9 2DL
NQH09,Independent Sector H/c Provider Site - NOVUS HEALTH (COLLEGE LANE SURGERY) (NQH09),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2012,N/A,BARNSLEY ROAD ACKWORTH PONTEFRACT WEST YORKSHIRE WF7 7HZ
NQH25,Independent Sector H/c Provider Site - NOVUS HEALTH (SANDAL CASTLE MEDICAL CENTRE) (NQH25),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QWO NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1/10/2014,N/A,ASDALE ROAD SANDAL WAKEFIELD WEST YORKSHIRE WF2 7JE
NQL01,Independent Sector H/c Provider Site - NAVIGO HQ (NQL01),Y63 NORTH EAST AND YORKSHIRE COMMISSIONING REGION,QOQ NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1/10/2010,N/A,3-7 BRIGHOWGATE GRIMSBY SOUTH HUMBERSIDE DN32 0QE
